sc_no	t_no	m_no	p_no	sc_theater	sc_date	sc_time
11631	133	22	1	3관	2022-09-02	21:35
11632	133	22	1	4관	2022-09-02	20:45
11633	133	22	1	4관	2022-09-02	23:00
11634	133	22	1	6관	2022-09-02	23:15
11635	133	22	1	8관	2022-09-02	22:15
11636	133	1	5	1관	2022-09-02	20:50
11637	133	1	3	4DX	2022-09-02	20:31
11638	133	1	3	4DX	2022-09-02	23:05
11639	133	1	1	5관	2022-09-02	21:10
11640	133	1	1	5관	2022-09-02	23:50
11641	133	1	1	7관	2022-09-02	22:25
11642	133	10	1	1관	2022-09-02	23:35
11643	133	10	1	6관	2022-09-02	20:55
11644	134	22	1	2관	2022-09-02	21:10
11645	134	22	1	3관	2022-09-02	20:15
11646	134	1	1	4관	2022-09-02	21:20
11647	135	22	1	1관	2022-09-02	21:40
11648	135	22	1	4관	2022-09-02	22:20
11649	135	22	1	6관	2022-09-02	20:31
11650	135	22	1	7관	2022-09-02	21:10
11651	135	1	5	2관	2022-09-02	21:31
11652	135	1	1	3관	2022-09-02	20:40
11653	135	1	1	5관	2022-09-02	22:10
11654	147	22	1	2관	2022-09-02	22:15
11655	147	22	1	3관	2022-09-02	21:45
11656	147	22	1	4관	2022-09-02	21:15
11657	147	22	1	1관	2022-09-02	20:31
11658	147	22	1	1관	2022-09-02	22:45
11659	147	22	1	2관	2022-09-02	22:15
11660	147	22	1	3관	2022-09-02	21:45
11661	147	22	1	4관	2022-09-02	21:15
11662	147	1	1	5관	2022-09-02	22:40
11663	147	3	1	6관	2022-09-02	21:40
11664	147	10	1	8관	2022-09-02	21:50
11665	190	22	1	2관	2022-09-02	20:05
11666	190	22	1	2관	2022-09-02	22:25
11667	190	22	1	3관	2022-09-02	21:40
11668	190	22	1	3관	2022-09-02	24:00
11669	190	22	1	4관	2022-09-02	20:50
11670	190	22	1	4관	2022-09-02	23:10
11671	190	22	1	6관	2022-09-02	20:31
11672	190	1	1	5관	2022-09-02	22:00
11673	190	1	1	6관	2022-09-02	23:35
11674	191	22	1	1관	2022-09-02	20:15
11675	191	22	1	1관	2022-09-02	22:31
11676	191	22	1	2관	2022-09-02	21:20
11677	191	22	1	2관	2022-09-02	23:35
11678	191	22	1	3관	2022-09-02	22:05
11679	191	22	1	5관	2022-09-02	21:00
11680	191	22	1	5관	2022-09-02	23:15
11681	191	22	1	6관	2022-09-02	21:45
11682	191	22	1	6관	2022-09-02	24:00
11683	191	1	1	4관	2022-09-02	20:50
11684	191	1	1	4관	2022-09-02	23:25
11685	192	22	1	1관	2022-09-02	21:15
11686	192	22	1	2관	2022-09-02	22:10
11687	192	22	1	4관	2022-09-02	20:15
11688	192	22	1	4관	2022-09-02	22:35
11689	192	25	1	5관	2022-09-02	21:45
11690	192	22	1	7관	2022-09-02	20:45
11691	192	22	1	7관	2022-09-02	23:00
11692	192	1	1	3관	2022-09-02	20:20
11693	192	1	1	3관	2022-09-02	22:55
11694	192	1	1	6관	2022-09-02	21:40
11695	17	22	1	1관	2022-09-02	21:45
11696	17	22	1	2관	2022-09-02	20:10
11697	17	22	1	2관	2022-09-02	22:25
11698	17	22	1	5관	2022-09-02	20:45
11699	17	22	1	5관	2022-09-02	23:00
11700	17	22	1	6관	2022-09-02	21:15
11701	17	29	1	6관	2022-09-02	23:31
11702	17	22	1	7관	2022-09-02	21:00
11703	17	22	1	7관	2022-09-02	23:15
11704	17	1	1	3관	2022-09-02	20:50
11705	17	1	1	3관	2022-09-02	23:31
11706	17	1	1	4관	2022-09-02	22:31
11707	18	22	1	1관	2022-09-02	20:31
11708	18	22	1	1관	2022-09-02	22:50
11709	18	22	1	3관	2022-09-02	21:20
11710	18	22	1	3관	2022-09-02	23:40
11711	18	22	1	4관	2022-09-02	22:10
11712	18	22	1	5관	2022-09-02	21:40
11713	18	22	1	5관	2022-09-02	24:00
11714	18	22	1	7관	2022-09-02	21:00
11715	18	22	1	7관	2022-09-02	23:20
11716	18	25	1	6관	2022-09-02	21:10
11717	18	1	1	2관	2022-09-02	20:20
11718	18	1	1	2관	2022-09-02	23:00
11719	18	3	1	6관	2022-09-02	23:31
11720	19	22	1	1관	2022-09-02	09:31
11721	19	22	1	1관	2022-09-02	11:50
11722	19	22	1	1관	2022-09-02	14:00
11723	19	22	1	1관	2022-09-02	16:20
11724	19	22	1	1관	2022-09-02	18:20
11725	19	22	1	1관	2022-09-02	20:20
11726	19	22	1	2관	2022-09-02	12:31
11727	19	22	1	2관	2022-09-02	17:31
11728	19	22	1	2관	2022-09-02	19:40
11729	19	1	1	2관	2022-09-02	09:50
11731	19	1	1	2관	2022-09-02	14:50
11732	20	22	1	9관	2022-09-02	21:31
11733	20	1	1	7관	2022-09-02	21:20
11734	21	22	1	2관	2022-09-02	21:40
11735	21	22	1	3관	2022-09-02	20:40
11736	21	1	1	5관	2022-09-02	21:31
11737	22	22	1	1관	2022-09-02	21:10
11738	22	22	1	3관	2022-09-02	22:00
11739	22	22	1	4관	2022-09-02	20:45
11740	22	22	1	4관	2022-09-02	23:00
11741	22	22	1	5관	2022-09-02	22:31
11742	22	22	1	8관	2022-09-02	21:35
11743	22	1	5	4DX	2022-09-02	23:05
11744	22	1	1	2관	2022-09-02	21:20
11745	22	1	1	6관	2022-09-02	22:25
11746	22	10	1	9관	2022-09-02	21:50
11747	23	22	1	1관	2022-09-02	22:10
11748	23	22	1	2관	2022-09-02	21:31
11749	23	22	1	3관	2022-09-02	20:50
11750	23	1	1	4관	2022-09-02	20:40
11751	24	22	1	5관	2022-09-02	21:15
11752	24	22	1	6관	2022-09-02	22:00
11753	24	10	1	1관	2022-09-02	21:20
11754	24	2	1	2관	2022-09-02	20:45
11755	65	22	1	2관	2022-09-02	21:45
11756	65	22	1	4관	2022-09-02	21:15
11757	65	22	1	6관	2022-09-02	20:40
11758	65	22	1	6관	2022-09-02	22:50
11759	65	22	1	8관	2022-09-02	22:15
11760	65	1	1	1관	2022-09-02	22:55
11761	65	1	1	3관	2022-09-02	22:05
11762	65	1	1	5관	2022-09-02	21:20
11763	79	22	1	1관	2022-09-02	21:50
11764	79	22	1	2관	2022-09-02	21:20
11765	79	22	1	7관	2022-09-02	20:40
11766	79	1	1	3관	2022-09-02	21:40
11767	79	1	1	6관	2022-09-02	20:50
11768	136	22	1	2관	2022-09-02	22:20
11769	136	22	1	3관	2022-09-02	20:45
11770	136	22	1	3관	2022-09-02	22:50
11771	136	22	1	4관	2022-09-02	21:50
11772	136	22	1	5관	2022-09-02	21:20
11773	136	1	1	1관	2022-09-02	22:25
11774	136	1	1	6관	2022-09-02	21:35
11777	148	22	1	2관	2022-09-02	21:00
11778	148	22	1	3관	2022-09-02	21:40
11779	148	22	1	5관	2022-09-02	22:20
11780	148	22	1	6관	2022-09-02	22:40
11781	148	1	1	1관	2022-09-02	22:20
11782	148	1	1	7관	2022-09-02	20:40
11783	148	9	1	4관	2022-09-02	22:00
11784	170	22	1	2관	2022-09-02	22:45
11785	170	22	1	3관	2022-09-02	22:05
11786	170	22	1	4관	2022-09-02	21:15
11787	170	1	3	4DX	2022-09-02	22:55
11788	170	1	1	1관	2022-09-02	21:40
11789	170	1	1	6관	2022-09-02	22:45
11790	171	22	2	IMAX	2022-09-02	22:31
11791	171	22	1	2관	2022-09-02	21:15
11792	171	22	1	3관	2022-09-02	20:45
11793	171	22	1	3관	2022-09-02	23:00
11794	171	22	1	5관	2022-09-02	21:50
11795	171	1	5	6관	2022-09-02	22:05
11796	171	1	1	1관	2022-09-02	22:55
11797	172	22	1	1관	2022-09-02	21:35
11798	172	22	1	2관	2022-09-02	20:45
11799	172	22	1	2관	2022-09-02	23:00
11800	172	22	1	5관	2022-09-02	22:20
11801	172	1	1	3관	2022-09-02	22:55
11802	172	1	1	4관	2022-09-02	22:25
11803	172	2	1	4관	2022-09-02	20:31
11804	183	22	1	2관	2022-09-02	21:45
11805	183	22	1	3관	2022-09-02	21:15
11806	183	22	1	5관	2022-09-02	20:55
11807	183	22	1	6관	2022-09-02	22:15
11808	183	1	5	1관	2022-09-02	21:31
11809	183	1	1	7관	2022-09-02	22:00
11810	25	22	1	1관	2022-09-02	21:35
11811	25	22	1	2관	2022-09-02	20:45
11812	25	22	1	2관	2022-09-02	23:00
11813	25	22	1	4관	2022-09-02	22:25
11814	25	1	1	3관	2022-09-02	22:55
11815	26	22	1	1관	2022-09-02	20:45
11816	26	22	1	5관	2022-09-02	21:05
11817	26	22	1	7관	2022-09-02	21:25
11818	26	1	1	6관	2022-09-02	21:15
11819	27	22	1	8관	2022-09-02	22:10
11820	27	22	1	3관	2022-09-02	21:10
11821	27	22	1	5관	2022-09-02	22:35
11822	27	22	1	7관	2022-09-02	20:40
11823	27	22	1	7관	2022-09-02	23:00
11824	27	22	1	9관	2022-09-02	21:31
11825	27	1	1	1관	2022-09-02	21:00
11826	27	1	1	4관	2022-09-02	21:50
11827	27	1	1	6관	2022-09-02	22:45
11828	27	3	1	2관	2022-09-02	22:10
11829	28	22	1	1관	2022-09-02	21:20
11831	28	22	1	4관	2022-09-02	22:45
11832	28	22	1	5관	2022-09-02	23:00
11833	28	22	1	7관	2022-09-02	22:10
11834	28	22	1	9관	2022-09-02	22:31
11835	28	1	1	2관	2022-09-02	22:31
11836	28	1	1	6관	2022-09-02	22:00
11837	28	1	1	8관	2022-09-02	23:00
11838	28	1	1	10관	2022-09-02	21:20
11839	28	2	1	3관	2022-09-02	22:20
11840	29	22	1	2관	2022-09-02	21:55
11841	29	22	1	3관	2022-09-02	22:15
11842	29	22	1	4관	2022-09-02	22:31
11843	29	22	1	6관	2022-09-02	22:45
11844	29	22	1	7관	2022-09-02	21:15
11845	29	22	1	8관	2022-09-02	23:05
11846	29	22	1	9관	2022-09-02	21:35
11847	29	1	1	1관	2022-09-02	22:00
11848	29	1	1	5관	2022-09-02	21:10
11849	29	1	1	10관	2022-09-02	22:55
11850	31	22	1	1관	2022-09-02	23:00
11851	31	22	1	3관	2022-09-02	21:15
11852	31	22	1	5관	2022-09-02	21:45
11853	31	22	1	7관	2022-09-02	22:10
11854	31	22	1	9관	2022-09-02	22:35
11855	31	1	5	4DX	2022-09-02	22:55
11856	31	1	1	6관	2022-09-02	22:00
11857	31	1	1	8관	2022-09-02	21:10
11858	31	3	1	2관	2022-09-02	22:31
11859	31	22	1	2관	2022-09-02	21:31
11860	31	22	1	3관	2022-09-02	22:35
11861	31	22	1	5관	2022-09-02	22:10
11862	31	1	1	4관	2022-09-02	22:40
11863	32	22	2	IMAX	2022-09-02	21:40
11864	32	22	2	IMAX	2022-09-02	24:00
11865	32	22	1	2관	2022-09-02	23:00
11866	32	22	1	7관	2022-09-02	23:20
11867	32	22	1	8관	2022-09-02	22:31
11868	32	22	1	10관	2022-09-02	21:25
11869	32	22	1	10관	2022-09-02	23:40
11870	32	22	1	11관	2022-09-02	22:00
11871	32	22	1	11관	2022-09-02	24:20
11872	32	1	3	4DX	2022-09-02	21:20
11873	32	1	3	4DX	2022-09-02	24:00
11874	32	1	1	1관	2022-09-02	23:20
11875	32	1	1	9관	2022-09-02	22:20
11876	32	29	1	5관	2022-09-02	21:25
11877	32	2	1	4관	2022-09-02	23:00
11878	33	22	1	1관	2022-09-02	22:31
11879	33	22	1	3관	2022-09-02	21:45
11880	33	22	1	4관	2022-09-02	21:15
11881	33	1	1	2관	2022-09-02	21:10
11882	33	1	1	5관	2022-09-02	21:40
11883	34	22	1	1관	2022-09-02	15:31
11884	34	22	1	1관	2022-09-02	17:45
11885	34	22	1	1관	2022-09-02	20:00
11886	34	22	1	2관	2022-09-02	14:00
11887	34	22	1	2관	2022-09-02	16:15
11888	34	22	1	2관	2022-09-02	18:31
11889	34	22	1	2관	2022-09-02	20:45
11890	34	22	1	4관	2022-09-02	14:45
11891	34	22	1	4관	2022-09-02	17:00
11892	34	22	1	4관	2022-09-02	19:15
11893	34	1	1	3관	2022-09-02	14:00
11894	34	1	1	3관	2022-09-02	20:45
11895	34	1	1	5관	2022-09-02	17:00
11896	34	1	1	5관	2022-09-02	19:35
11897	34	4	1	3관	2022-09-02	16:35
11898	34	4	1	3관	2022-09-02	18:40
11899	34	4	1	5관	2022-09-02	14:45
11900	37	22	1	1관	2022-09-02	22:31
11901	37	22	1	5관	2022-09-02	21:10
11902	37	22	1	6관	2022-09-02	21:50
11903	37	25	1	3관	2022-09-02	23:00
11904	37	1	1	2관	2022-09-02	22:45
11905	37	3	1	4관	2022-09-02	21:15
11906	66	22	1	1관	2022-09-02	21:15
11907	66	22	1	2관	2022-09-02	21:45
11908	66	22	1	3관	2022-09-02	22:25
11909	66	22	1	4관	2022-09-02	23:00
11910	66	1	1	5관	2022-09-02	23:00
11911	67	22	1	2관	2022-09-02	22:31
11912	67	22	1	2관	2022-09-02	24:50
11913	67	22	1	3관	2022-09-02	21:31
11914	67	22	1	3관	2022-09-02	23:45
11915	67	22	1	4관	2022-09-02	22:00
11916	67	22	1	4관	2022-09-02	24:15
11917	67	22	1	6관	2022-09-02	21:05
11918	67	22	1	6관	2022-09-02	23:20
11919	67	22	1	7관	2022-09-02	22:55
11920	67	1	1	1관	2022-09-02	23:40
11921	67	1	1	5관	2022-09-02	22:45
11922	67	1	1	8관	2022-09-02	21:50
11923	67	1	1	8관	2022-09-02	24:31
11924	99	22	1	1관	2022-09-02	22:40
11925	99	22	1	2관	2022-09-02	23:05
11926	99	22	1	3관	2022-09-02	21:50
11927	99	22	1	4관	2022-09-02	21:15
11928	99	22	1	4관	2022-09-02	23:31
11929	99	1	1	5관	2022-09-02	23:10
11931	100	22	1	1관	2022-09-02	21:15
11932	100	22	1	4관	2022-09-02	22:31
11933	100	22	1	6관	2022-09-02	21:45
11934	100	1	1	3관	2022-09-02	21:31
11935	100	1	1	8관	2022-09-02	22:20
11936	100	10	1	5관	2022-09-02	22:40
11937	100	10	1	7관	2022-09-02	21:45
11938	101	22	1	3관	2022-09-02	21:45
11939	101	22	1	4관	2022-09-02	21:25
11940	101	22	1	5관	2022-09-02	22:05
11941	101	22	1	6관	2022-09-02	22:31
11942	101	22	1	8관	2022-09-02	21:05
11943	101	22	1	9관	2022-09-02	23:00
11944	101	1	1	1관	2022-09-02	22:40
11945	101	1	1	2관	2022-09-02	21:35
11946	101	3	1	7관	2022-09-02	22:20
11947	140	22	1	1관	2022-09-02	21:15
11948	140	22	1	4관	2022-09-02	21:35
11949	140	22	1	5관	2022-09-02	22:00
11950	140	22	1	6관	2022-09-02	22:20
11951	140	22	1	7관	2022-09-02	22:50
11952	140	1	1	3관	2022-09-02	22:05
11953	140	10	1	8관	2022-09-02	22:45
11954	141	22	1	1관	2022-09-02	12:10
11955	141	22	1	1관	2022-09-02	14:31
11956	141	22	1	1관	2022-09-02	16:50
11957	141	22	1	1관	2022-09-02	19:10
11958	141	22	1	2관	2022-09-02	11:00
11959	141	22	1	2관	2022-09-02	13:20
11960	141	22	1	2관	2022-09-02	15:40
11961	141	22	1	2관	2022-09-02	18:00
11962	141	22	1	2관	2022-09-02	20:20
11963	141	22	1	3관	2022-09-02	12:45
11964	141	22	1	3관	2022-09-02	15:05
11965	141	22	1	3관	2022-09-02	17:25
11966	141	22	1	3관	2022-09-02	19:45
11967	141	22	1	5관	2022-09-02	11:35
11968	141	22	1	5관	2022-09-02	13:55
11969	141	22	1	5관	2022-09-02	16:15
11970	141	22	1	5관	2022-09-02	18:35
11971	141	22	1	5관	2022-09-02	20:50
11972	141	1	1	4관	2022-09-02	11:20
11973	141	1	1	4관	2022-09-02	14:00
11974	141	1	1	4관	2022-09-02	16:40
11975	141	1	1	4관	2022-09-02	19:20
11976	141	1	1	7관	2022-09-02	12:31
11977	141	1	1	7관	2022-09-02	15:10
11978	141	1	1	7관	2022-09-02	17:50
11979	141	1	1	7관	2022-09-02	20:31
11980	141	4	1	6관	2022-09-02	14:40
11981	141	3	1	6관	2022-09-02	12:00
11982	141	3	1	6관	2022-09-02	17:00
11983	141	3	1	6관	2022-09-02	19:40
11984	149	22	1	1관	2022-09-02	22:15
11985	149	22	1	1관	2022-09-02	24:31
11986	149	22	1	3관	2022-09-02	23:31
11987	149	22	1	4관	2022-09-02	23:05
11988	149	22	1	6관	2022-09-02	22:40
11989	149	22	1	7관	2022-09-02	21:50
11990	149	22	1	7관	2022-09-02	24:05
11991	149	1	5	4DX	2022-09-02	21:50
11992	149	1	5	4DX	2022-09-02	24:31
11993	149	1	1	2관	2022-09-02	23:10
11994	149	2	1	5관	2022-09-02	22:31
11995	149	8	1	5관	2022-09-02	24:20
11996	150	22	1	2관	2022-09-02	23:31
11997	150	22	1	4관	2022-09-02	23:10
11998	150	22	1	5관	2022-09-02	21:35
11999	150	22	1	6관	2022-09-02	22:15
12000	150	1	1	3관	2022-09-02	23:20
12001	150	10	1	1관	2022-09-02	22:20
12002	151	22	2	IMAX	2022-09-02	23:00
12003	151	22	1	2관	2022-09-02	22:00
12004	151	22	1	2관	2022-09-02	24:15
12005	151	22	1	3관	2022-09-02	23:31
12006	151	22	1	6관	2022-09-02	21:35
12007	151	22	1	6관	2022-09-02	23:55
12008	151	1	1	1관	2022-09-02	21:50
12009	151	1	1	1관	2022-09-02	24:31
12010	151	1	1	5관	2022-09-02	23:10
12011	151	10	1	4관	2022-09-02	24:20
12012	151	2	1	4관	2022-09-02	22:31
12013	152	22	1	1관	2022-09-02	22:00
12014	152	22	1	4관	2022-09-02	23:00
12015	152	1	1	2관	2022-09-02	22:40
12016	153	22	1	1관	2022-09-02	23:10
12017	153	22	1	2관	2022-09-02	21:45
12018	153	22	1	2관	2022-09-02	24:00
12019	153	22	1	4관	2022-09-02	22:15
12020	153	22	1	5관	2022-09-02	22:40
12021	153	22	1	7관	2022-09-02	23:31
12022	153	1	5	4DX	2022-09-02	23:50
12023	153	1	1	6관	2022-09-02	22:50
12024	153	1	1	8관	2022-09-02	22:00
12025	154	22	1	1관	2022-09-02	22:31
12026	154	22	1	3관	2022-09-02	23:31
12027	154	22	1	5관	2022-09-02	21:45
12028	154	22	1	5관	2022-09-02	24:00
12029	154	22	1	6관	2022-09-02	23:00
12030	154	1	1	4관	2022-09-02	23:45
12031	154	10	1	2관	2022-09-02	22:25
12032	1	1	5	4관	2022-09-03	20:40
12033	1	1	5	4관	2022-09-03	23:20
12034	1	1	1	1관	2022-09-03	20:00
12035	1	1	1	1관	2022-09-03	22:40
12036	1	1	1	2관	2022-09-03	20:20
12037	1	1	1	2관	2022-09-03	23:00
12038	1	1	1	3관	2022-09-03	19:40
12039	1	1	1	3관	2022-09-03	22:20
12040	1	1	1	5관	2022-09-03	21:00
12041	1	1	1	5관	2022-09-03	23:40
12042	1	3	1	6관	2022-09-03	23:10
12043	1	9	1	6관	2022-09-03	20:20
12044	2	1	1	1관	2022-09-03	21:50
12045	2	1	3	4DX	2022-09-03	20:20
12046	2	1	1	2관	2022-09-03	20:40
12047	2	1	1	3관	2022-09-03	20:00
12048	2	1	1	3관	2022-09-03	22:40
12049	2	1	1	9관	2022-09-03	19:20
12050	2	1	1	9관	2022-09-03	22:00
12051	2	1	1	10관	2022-09-03	21:20
12052	2	2	1	8관	2022-09-03	21:20
12053	2	6	1	7관	2022-09-03	21:50
12054	2	10	1	6관	2022-09-03	21:35
12055	2	9	1	5관	2022-09-03	20:50
12056	2	29	1	6관	2022-09-03	19:35
12057	2	19	1	7관	2022-09-03	21:00
12058	3	1	1	1관	2022-09-03	21:40
12059	3	1	1	2관	2022-09-03	19:35
12060	3	1	1	2관	2022-09-03	22:10
12061	3	1	1	3관	2022-09-03	21:00
12062	3	1	1	5관	2022-09-03	20:20
12063	3	10	1	4관	2022-09-03	20:00
12064	4	1	5	1관	2022-09-03	20:00
12065	4	1	1	1관	2022-09-03	22:40
12066	4	1	1	2관	2022-09-03	21:10
12067	4	1	1	2관	2022-09-03	23:50
12068	4	1	1	3관	2022-09-03	19:40
12069	4	1	1	3관	2022-09-03	22:20
12070	4	1	1	4관	2022-09-03	20:40
12071	4	1	1	4관	2022-09-03	23:20
12072	4	1	1	5관	2022-09-03	20:20
12073	4	1	1	5관	2022-09-03	23:00
12074	4	1	1	6관	2022-09-03	19:10
12075	4	1	1	6관	2022-09-03	21:50
12076	4	2	1	10관	2022-09-03	22:40
12077	4	3	1	10관	2022-09-03	20:00
12078	4	4	1	7관	2022-09-03	21:40
12079	4	10	1	8관	2022-09-03	20:45
12080	4	9	1	7관	2022-09-03	23:50
12081	4	11	1	9관	2022-09-03	20:00
12082	4	32	1	8관	2022-09-03	23:00
12083	4	34	1	9관	2022-09-03	22:25
12084	38	1	1	1관	2022-09-03	20:40
12085	38	1	1	3관	2022-09-03	21:50
12086	38	1	1	5관	2022-09-03	21:15
12087	38	1	1	6관	2022-09-03	19:40
12088	38	1	1	6관	2022-09-03	22:20
12089	38	1	1	7관	2022-09-03	20:00
12090	38	1	1	7관	2022-09-03	22:50
12091	38	2	1	2관	2022-09-03	22:10
12092	38	9	1	8관	2022-09-03	20:30
12093	38	8	1	4관	2022-09-03	21:20
12094	39	1	1	1관	2022-09-03	19:50
12095	39	1	1	4관	2022-09-03	21:00
12096	39	1	1	5관	2022-09-03	20:20
12097	39	2	1	3관	2022-09-03	21:35
12098	39	9	1	6관	2022-09-03	20:40
12099	40	1	5	6관	2022-09-03	21:20
12100	40	1	1	3관	2022-09-03	19:55
12101	40	1	1	3관	2022-09-03	22:31
12102	40	1	1	3관	2022-09-03	22:31
12103	40	1	1	4관	2022-09-03	22:55
12104	40	1	1	5관	2022-09-03	20:45
12105	40	1	1	7관	2022-09-03	21:40
12106	40	3	1	8관	2022-09-03	21:31
12107	40	10	1	1관	2022-09-03	22:05
12108	40	9	1	2관	2022-09-03	21:20
12109	61	1	1	2관	2022-09-03	19:45
12110	61	1	1	4관	2022-09-03	21:00
12111	61	1	1	5관	2022-09-03	20:20
12112	61	2	1	1관	2022-09-03	20:20
12113	62	6	1	3관	2022-09-03	20:10
12114	62	7	1	5관	2022-09-03	20:00
12115	62	29	1	2관	2022-09-03	20:50
12116	62	17	1	4관	2022-09-03	20:00
12117	63	1	5	3관	2022-09-03	21:15
12118	63	1	1	1관	2022-09-03	20:35
12119	63	1	1	4관	2022-09-03	20:10
12120	63	1	1	4관	2022-09-03	22:45
12121	63	1	1	5관	2022-09-03	19:45
12122	63	1	1	5관	2022-09-03	22:20
12123	63	1	1	7관	2022-09-03	21:55
12124	63	3	1	6관	2022-09-03	21:25
12125	63	10	1	8관	2022-09-03	21:20
12126	63	9	1	2관	2022-09-03	21:35
12127	64	1	1	1관	2022-09-03	19:45
12128	64	1	1	2관	2022-09-03	21:00
12129	64	1	1	3관	2022-09-03	21:20
12130	64	1	1	4관	2022-09-03	21:40
12131	64	1	1	5관	2022-09-03	20:20
12132	64	1	1	6관	2022-09-03	21:15
12133	68	1	3	4DX	2022-09-03	21:40
12134	68	1	1	3관	2022-09-03	19:40
12135	68	1	1	3관	2022-09-03	22:20
12136	68	1	1	4관	2022-09-03	22:00
12137	68	1	1	5관	2022-09-03	20:10
12138	68	1	1	5관	2022-09-03	23:00
12139	68	1	1	6관	2022-09-03	21:20
12140	68	1	1	7관	2022-09-03	20:50
12141	68	3	1	2관	2022-09-03	21:00
12142	69	1	1	1관	2022-09-03	21:50
12143	69	1	1	4관	2022-09-03	22:40
12144	69	1	1	5관	2022-09-03	20:31
12145	69	1	1	5관	2022-09-03	23:10
12146	69	1	1	7관	2022-09-03	20:55
12147	69	1	1	7관	2022-09-03	23:35
12148	69	1	1	9관	2022-09-03	21:20
12149	69	1	1	9관	2022-09-03	24:00
12150	69	2	1	2관	2022-09-03	23:45
12151	69	3	1	2관	2022-09-03	21:05
12152	69	4	1	8관	2022-09-03	20:50
12153	69	10	1	6관	2022-09-03	21:31
12154	69	10	1	6관	2022-09-03	23:50
12155	69	9	1	8관	2022-09-03	23:00
12156	69	32	1	3관	2022-09-03	22:15
12157	80	1	5	5관	2022-09-03	21:20
12158	80	1	3	4DX	2022-09-03	23:00
12159	80	1	1	1관	2022-09-03	22:50
12160	80	1	1	6관	2022-09-03	20:50
12161	80	1	1	7관	2022-09-03	22:00
12162	80	3	1	3관	2022-09-03	22:31
12163	80	9	1	4관	2022-09-03	22:00
12164	81	1	1	1관	2022-09-03	21:20
12165	81	1	1	4관	2022-09-03	20:40
12166	81	1	1	4관	2022-09-03	23:15
12167	81	1	1	5관	2022-09-03	21:55
12168	81	1	1	2관	2022-09-03	22:35
12169	81	2	1	3관	2022-09-03	22:05
12170	82	1	5	1관	2022-09-03	21:10
12171	82	1	3	4DX	2022-09-03	21:40
12172	82	1	1	3관	2022-09-03	20:40
12173	82	1	1	4관	2022-09-03	22:40
12174	82	1	1	8관	2022-09-03	22:10
12175	82	2	5	1관	2022-09-03	21:50
12176	82	10	1	6관	2022-09-03	22:00
12177	82	9	1	2관	2022-09-03	21:31
12178	83	1	1	3관	2022-09-03	22:55
12179	83	1	1	4관	2022-09-03	20:50
12180	83	1	1	6관	2022-09-03	21:20
12181	83	2	1	2관	2022-09-03	21:55
12182	83	5	1	8관	2022-09-03	22:00
12183	83	10	1	5관	2022-09-03	21:25
12184	83	9	1	1관	2022-09-03	21:20
12185	84	1	5	4관	2022-09-03	21:15
12186	84	1	1	1관	2022-09-03	21:55
12187	84	1	3	4DX	2022-09-03	22:40
12188	84	1	1	1관	2022-09-03	21:55
12189	84	1	1	2관	2022-09-03	20:40
12190	84	1	1	3관	2022-09-03	21:35
12191	84	1	1	5관	2022-09-03	23:00
12192	84	2	1	7관	2022-09-03	22:05
12193	84	4	1	8관	2022-09-03	21:45
12194	84	6	1	10관	2022-09-03	21:40
12195	84	10	1	9관	2022-09-03	21:20
12196	102	1	1	5관	2022-09-03	22:31
12197	102	1	1	5관	2022-09-03	21:50
12198	102	1	1	2관	2022-09-03	21:20
12199	102	1	1	3관	2022-09-03	22:25
12200	102	1	1	4관	2022-09-03	20:40
12201	102	7	1	2관	2022-09-03	22:50
12202	102	13	1	1관	2022-09-03	20:40
12203	102	29	1	1관	2022-09-03	22:50
12204	103	1	5	9관	2022-09-03	22:20
12205	103	1	4	8관	2022-09-03	22:31
12206	103	1	3	4DX	2022-09-03	21:10
12207	103	1	4	3관	2022-09-03	20:40
12208	103	1	4	3관	2022-09-03	23:20
12209	103	2	4	1관	2022-09-03	20:45
12210	103	6	4	5관	2022-09-03	22:40
12211	103	9	4	2관	2022-09-03	21:50
12212	104	1	1	9관	2022-09-03	22:05
12213	104	1	3	4DX	2022-09-03	22:31
12214	104	1	1	4관	2022-09-03	21:55
12215	104	1	1	6관	2022-09-03	23:00
12216	104	9	1	5관	2022-09-03	22:50
12217	105	1	5	6관	2022-09-03	21:40
12218	105	1	1	2관	2022-09-03	22:20
12219	105	1	3	4DX	2022-09-03	22:40
12220	105	1	1	10관	2022-09-03	21:50
12221	105	1	1	1관	2022-09-03	21:20
12222	105	1	1	1관	2022-09-03	24:00
12223	105	1	1	3관	2022-09-03	23:20
12224	105	1	1	4관	2022-09-03	23:00
12225	105	1	1	5관	2022-09-03	22:00
12226	105	2	1	8관	2022-09-03	23:45
12227	105	2	1	9관	2022-09-03	21:45
12228	105	3	1	9관	2022-09-03	23:35
12229	105	8	1	7관	2022-09-03	22:55
12230	106	1	1	3관	2022-09-03	23:50
12231	106	1	5	4관	2022-09-03	22:00
12232	106	1	5	4관	2022-09-03	24:40
12233	106	1	3	4DX	2022-09-03	21:40
12234	106	1	3	4DX	2022-09-03	24:20
12235	106	1	1	10관	2022-09-03	22:40
12236	106	1	2	IMAX	2022-09-03	23:40
12237	106	1	1	3관	2022-09-03	22:20
12238	106	1	1	3관	2022-09-03	25:00
12239	106	1	1	3관	2022-09-03	23:10
12240	106	1	1	3관	2022-09-03	21:20
